target_id,qval_temp_25_wt,b_temp_25_wt,qval_temp_30_wt,b_temp_30_wt,qval_RNA_Seq_wt,b_RNA_Seq_wt
lcl|NC_014931.1_cds_VARPA_RS03465_691,2.168830226358656e-43,-2.767807741654207,0.0031258987599818303,-3.037565798157343,0.3606374328323225,-0.6311233917070044
lcl|NC_014931.1_cds_VARPA_RS05595_1119,0.2066178950812141,-0.23304908222358936,0.004275277305223026,0.8226444024658165,0.03675109822946834,-0.34916598832574425
lcl|NC_014931.1_cds_VARPA_RS08910_1778,3.1624137926390905e-14,1.2239699656212062,2.19063842455212e-4,-1.66832092518382,8.450303081945037e-4,-0.4658538829285895
lcl|NC_014931.1_cds_VARPA_RS09670_1931,0.8366427147924564,0.047868271544070404,0.41486730735814425,0.32111952360848417,3.0528919778537243e-4,0.5803668818783915
lcl|NC_014931.1_cds_VARPA_RS09815_1962,0.3510036761912933,-0.09935883608854205,0.8292208003853397,-0.06818599944959838,0.654371652796807,0.06617786103049236
lcl|NC_014931.1_cds_VARPA_RS10825_2162,1.045068257115938e-5,0.6665931499856523,0.040476012632254386,-0.6466902187199641,3.4558970299267074e-4,-0.5076277314086903
lcl|NC_014931.1_cds_VARPA_RS10890_2175,0.10591414240386153,0.2742612094924562,0.9328247909583911,0.043266770027180074,0.9108177649237504,0.025908839523989365
lcl|NC_014931.1_cds_VARPA_RS11625_2323,8.308778028874542e-11,-0.8249737738014237,0.48365176051410513,0.257171066712699,2.0373339747014628e-4,0.4986695810649382
lcl|NC_014931.1_cds_VARPA_RS12035_2405,0.15913059989666095,0.16509016298757623,0.9483286622972784,0.023781166126859418,0.5204046731185744,0.14425038287745437
lcl|NC_014931.1_cds_VARPA_RS12115_2422,0.009980988319476492,-0.4787907364290075,0.6428633928464628,0.1790116263097049,3.938591203657267e-6,0.6749166921046186
lcl|NC_014931.1_cds_VARPA_RS13880_2776,0.28061207466970317,-0.22376413702396977,0.7457961649676329,-0.12318434592555863,1.016904415690757e-32,-1.86271331684558
lcl|NC_014931.1_cds_VARPA_RS15795_3168,0.8051810091796859,-0.13265707599759627,0.7694534311891744,0.2542388845917495,0.15987830730853195,-0.6115208277272647
lcl|NC_014931.1_cds_VARPA_RS19490_3906,8.486137564065718e-5,-0.6106788100703272,0.7241260992034355,0.12293992575745022,0.9575960702614558,-0.010135899896862727
lcl|NC_014931.1_cds_VARPA_RS19505_3908,0.1757017792666069,-0.22857507200620455,4.8069501934638225e-4,-0.9675419545977917,2.4274499368797804e-4,0.8937505640094893
lcl|NC_014931.1_cds_VARPA_RS19540_3915,0.1560694140134962,-0.23018364116129472,0.6102894408584509,-0.15045145653568254,3.0669692695647565e-6,-0.6905511580273803
lcl|NC_014931.1_cds_VARPA_RS20425_4088,0.5007643876405609,-0.08815897604906586,0.7916160285572776,-0.2006134600206134,0.7588784661137047,0.044567545798027394
lcl|NC_014931.1_cds_VARPA_RS23525_4714,0.3821253971834213,0.11590752710905444,0.1700423537699151,0.34179793355193366,0.02411833647485289,-0.29286675924486316
lcl|NC_014931.1_cds_VARPA_RS25605_5131,0.038813107540621186,-0.22878786444301194,0.9414015346223805,-0.026858431133862087,0.03983575113420658,0.2863506446285216
lcl|NC_014931.1_cds_VARPA_RS26610_5336,0.47333781833629446,0.2724802224048843,0.6496503605330142,0.26393784717380614,0.005466804188858525,-0.4963456256849701
lcl|NC_014931.1_cds_VARPA_RS28095_5629,8.473410665840846e-6,0.5312787008593348,0.8035831160618108,-0.08551244831848505,0.6059325309190614,0.07424797180976352
lcl|NC_014931.1_cds_VARPA_RS30290_4246,3.590668183430578e-7,0.5548056786449886,0.014719209893955542,-0.6473390203788162,0.31195671581573786,-0.17914700737674835
lcl|NC_014931.1_cds_VARPA_RS30415_650,0.367547615296154,-0.17858272033416323,0.47979848845620393,0.28223448255721606,1.8451928836603455e-6,-1.6469982434454242
lcl|NC_014931.1_cds_VARPA_RS30615_2867,7.096251637349953e-4,0.6897888058454672,0.8447182806640815,0.1850059417586483,1.1757128350390217e-7,-1.3027628934227662
lcl|NC_014931.1_cds_VARPA_RS30645_3501,0.9657776751752257,-0.01580646857029465,0.21091262854934514,-0.9452995205837028,3.9011558984088963e-10,-2.761909519874798
lcl|NC_014931.1_cds_VARPA_RS30675_3770,0.001574475528108883,-0.5747247894651086,0.24437491663053482,-0.5802313513210372,0.029084187041630596,0.3930283281989423
lcl|NC_014931.1_cds_VARPA_RS30795_4740,1.6879869984286283e-9,-0.6290478101341637,0.9003183529432792,-0.04166407204609667,0.014138873435237453,0.31591637151162383
lcl|NC_014931.1_cds_VARPA_RS30815_5129,0.04097820380716541,-0.27665191365848163,0.481823404998614,-0.24008260222268163,0.14451763099561074,-0.3234439836043254
lcl|NC_014931.1_cds_VARPA_RS31375_3167,0.27174241212130684,0.6974903527219014,NA,NA,0.6066068229354942,-0.34133414211130064
lcl|NC_014931.1_cds_VARPA_RS31565_1204,0.004495047834445581,-0.846985496385455,0.5403787257765955,-0.3304528951940552,0.5971773702486666,-0.1348566161598291
lcl|NC_014931.1_cds_VARPA_RS31590_1955,0.005832615543075237,-1.020379037444934,0.6772750802295452,-0.26610867745438344,0.05400477930304963,-0.7805557526162125
lcl|NC_014931.1_cds_VARPA_RS31640_2961,NA,NA,NA,NA,NA,NA
lcl|NC_014931.1_cds_VARPA_RS31680_3761,0.03208545466325236,-0.2981662405706117,1.9817113117015657e-10,-2.4612636018892586,0.5727530528574175,-0.09197459132394138
lcl|NC_014931.1_cds_VARPA_RS31685_3905,NA,NA,NA,NA,0.056941865525303635,-1.2516507305201998
lcl|NC_014931.1_cds_VARPA_RS31690_3913,0.01190345964269434,-0.5033493253754303,0.1972642468828414,-0.6120342229090566,0.8290959205383485,-0.07801537003310978
lcl|NC_014931.1_cds_VARPA_RS31765_5147,NA,NA,NA,NA,0.26156954445006503,0.8737504060591677
lcl|NC_014931.1_cds_VARPA_RS31780_5522,0.32865784987797764,0.10787168434376389,0.5123161735227211,-0.1935887413853645,0.0519002453813687,0.25069651176660485
lcl|NC_014931.1_cds_VARPA_RS31790_5741,0.10694456999398438,-0.2122960795756537,0.901800763630593,-0.04174900099347698,0.011331916511000583,0.3327306714866785
lcl|NC_014931.1_cds_VARPA_RS31810_5916,2.810557161105499e-25,1.2314615795833632,0.7681395421666101,0.10311702088918945,0.03915092499258098,-0.33037070011971226
lcl|NC_014931.1_cds_VARPA_RS31875_1584,1.2003367882548895e-5,0.6958542222750987,0.3058885516777897,-1.2990455189568189,0.005053551025573302,-0.8303200738198797
lcl|NC_014931.1_cds_VARPA_RS31900_2040,0.010580932532835421,-1.108545469039963,0.9793349678880543,0.023973382083641886,2.106974898345661e-7,-2.206745314308336
lcl|NC_014931.1_cds_VARPA_RS31915_4900,0.014023830029167975,-0.7006389572586232,0.9222540360403854,0.06037425197853481,0.0032124631355051553,-1.1964969913792785
lcl|NC_014931.1_cds_WP_007827948.1_5305,7.934786376144767e-25,3.099638793312501,9.564339011261014e-16,-1.7206125295936698,1.2940982581934524e-8,-1.3913133028027056
lcl|NC_014931.1_cds_WP_007828186.1_3748,1.2719166478515872e-4,-0.5137795281568642,4.522946462209928e-6,1.1773577697944768,0.2536258593324059,-0.37856212773975145
lcl|NC_014931.1_cds_WP_007828190.1_3745,3.289726882988149e-4,0.3731776010321677,0.0815782020539161,0.7295126406737711,0.5862644767864845,0.181155511870753
lcl|NC_014931.1_cds_WP_007829250.1_2679,0.7764001195156904,-0.09932588183204849,0.7553174844903398,0.136195559893617,0.0011278966595036062,0.8377473262914528
lcl|NC_014931.1_cds_WP_007830291.1_1381,5.201362149761017e-27,2.4252838786181976,9.159933029060914e-4,-1.0697827979004622,0.05827172749885047,-0.32818360397299295
lcl|NC_014931.1_cds_WP_007830293.1_1382,1.3622529554658894e-39,2.211871744841769,1.250890154854553e-4,-0.9073857102744068,1.520125767248888e-5,-0.710475300708381
lcl|NC_014931.1_cds_WP_007830466.1_1527,1.2442011302518591e-14,1.7298068772084558,0.0014935519758250268,-1.000145885724505,1.4955735471778948e-10,-1.4703698185103191
lcl|NC_014931.1_cds_WP_007830471.1_1532,5.873882664783269e-10,0.9428953352197704,0.20819780573310012,-0.363405581945898,0.7591220866086886,0.055712084773782505
lcl|NC_014931.1_cds_WP_007830705.1_1970,6.953784138443984e-14,1.371965906654895,2.9102644197159414e-4,-0.7979817275062948,0.11394477297564229,0.4585787390760137
lcl|NC_014931.1_cds_WP_007830775.1_2083,2.1299148229130992e-20,1.9313875996063403,0.04187319331576586,-0.6490491101531181,7.384909473556808e-14,-1.5681975858243447
lcl|NC_014931.1_cds_WP_007830781.1_2085,6.053512471275703e-16,2.578588199073727,1.175126750239632e-6,-1.050027770665951,3.769757067581173e-5,-1.0513451996273342
lcl|NC_014931.1_cds_WP_007830801.1_2094,6.718112064832434e-27,1.4215251144044225,0.469845650452342,-0.2879681186101413,2.3230918123957837e-4,-0.9046600175301296
lcl|NC_014931.1_cds_WP_007831049.1_636,3.607514974819712e-18,1.1189952950039908,2.299538335806829e-6,-1.3099106725615401,9.332022069244626e-12,-1.1816532444122687
lcl|NC_014931.1_cds_WP_007831346.1_1611,6.0150436524191e-25,3.1634525351364524,0.002487429711710634,-1.1054330009186957,6.517209662712717e-22,-1.6183112380647993
lcl|NC_014931.1_cds_WP_007832497.1_3940,1.0407594410380112e-26,2.511404736160674,0.001442226146686506,-1.3916521404708262,6.806490559120142e-10,-1.1537945475106912
lcl|NC_014931.1_cds_WP_007832499.1_3939,1.0230030826648294e-33,2.0862128511436167,6.443759522602492e-8,-2.1785854692250743,1.0502665480187159e-13,-1.0823685875433993
lcl|NC_014931.1_cds_WP_007833403.1_220,0.001040137439812918,-0.6199823271780662,0.05790601760575224,0.6329192162624896,0.011499649128090116,0.57608050062708
lcl|NC_014931.1_cds_WP_007833691.1_4052,1.1168242416018858e-18,1.9732109543990342,1.903985412168776e-5,-0.9635040562748992,1.698694245211542e-14,-2.1310133164942644
lcl|NC_014931.1_cds_WP_007834827.1_6033,5.2435467268872584e-9,1.3816558039954001,5.133534565177954e-4,-0.7563166079070647,6.320151642575459e-17,-1.9178637606477436
lcl|NC_014931.1_cds_WP_007836652.1_2496,1.7162405252523554e-14,-0.7588318087501059,0.5609226607813019,0.2718606937322853,0.007328875395493907,-0.5483895051062817
lcl|NC_014931.1_cds_WP_007836661.1_2500,1.6114625829478628e-45,2.662120447220464,0.003321226270584559,-0.6748010279072288,4.332836756526791e-11,-1.4696713359868516
lcl|NC_014931.1_cds_WP_007836669.1_2508,1.1367111497778352e-23,0.9141253865828994,0.5491930162057405,0.1721821570414412,4.319095601131087e-11,0.8232708587455198
lcl|NC_014931.1_cds_WP_007837017.1_3341,0.7721454129659945,0.04776967548774369,2.8053513295932314e-9,-1.2383256505395455,0.7927333840397386,-0.09377064081088178
lcl|NC_014931.1_cds_WP_007837167.1_4772,6.805865220731362e-22,0.9026444696239264,0.9363387829510196,0.02999045929747356,1.4126385794152452e-4,0.5820789397596827
