target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq
lcl|NC_014931.1_cds_WP_013539213.1_746,0.03245415270379881,0.05009615872974443,0.5732023259941783,0.26800536663896285,4.492187584567998,0.1847605238142834,0.01558854666971155,0.09215176815121581,0.029583172426393457,0.09215176815121581
lcl|NC_014931.1_cds_WP_041943090.1_5799,0.03261760854099158,0.050335288573074705,1.0132498950481947,0.474199455240156,2.777122266987433,0.577840752964626,0.11486750154291864,0.22243018348217247,0.08725063443817747,0.22243018348217247
lcl|NC_014931.1_cds_WP_013542641.1_4254,0.03305737164465637,0.05100057729527593,-0.8273205171139103,0.38816084663426365,4.851138466673718,0.3861403828430819,0.008600727898296537,0.21740253639144602,0.025587426493324624,0.21740253639144602
lcl|NC_014931.1_cds_WP_013538874.1_404,0.03306832854650151,0.051001027086193536,0.37800939571171205,0.17736488668306571,4.771591152895705,0.08061729460761621,0.0092799058291886255,0.037907548712956485,0.026383617746903176,0.037907548712956485
lcl|NC_014931.1_cds_WP_013544275.1_5940,0.03307496633596572,0.051001027086193536,-0.4490917048325938,0.21072521742314015,3.7882984579697405,0.10666481292859079,0.026280903835329293,0.03141885256936758,0.04032677205171525,0.04032677205171525
lcl|NC_014931.1_cds_WP_013539607.1_1143,0.03310167931159705,0.05102887017308175,-0.3797825752257417,0.17823073394906958,5.885791086367071,0.08138987476235753,0.0029337328894077307,0.04471555889662831,0.020522303610562113,0.04471555889662831
lcl|NC_014931.1_cds_WP_013540243.1_1798,0.03329310912700137,0.05131055641926094,0.40536131888730254,0.19044184936344055,5.075956577449006,0.09281705724177745,0.008640947539012376,0.0457611994444387,0.023771223116013047,0.0457611994444387
lcl|NC_014931.1_cds_WP_013543014.1_4637,0.033422992347207255,0.05148650303875528,0.3107910865220946,0.1461195121803156,5.089520750317837,0.05459842404625125,0.006204707222963432,0.025821660536756667,0.023677617424751468,0.025821660536756667
lcl|NC_014931.1_cds_WP_049794565.1_5973,0.03342474081922247,0.05148650303875528,-0.5406327557446039,0.2541828883503319,3.237164524497138,0.12917946528517404,0.039539666024095144,0.012328249363371298,0.05737374507108084,0.05737374507108084
lcl|NC_014931.1_cds_WP_013541410.1_2994,0.03345473850126657,0.051519248554066456,1.2351528798551281,0.5808157151103407,2.5221110429274667,0.86249706488728906,0.22503877187810462,0.28098157050060013,0.11316838761832285,0.28098157050060013
lcl|NC_014931.1_cds_WP_013542001.1_3591,0.033550338868547636,0.05165297665972534,0.4011637707860398,0.18874432076469605,4.109220167259755,0.0771688254458777,0.018928096691393035,0.017183295994225977,0.03450853123999666,0.03450853123999666
lcl|NC_014931.1_cds_WP_013542024.1_3613,0.03381088434915407,0.05204051259484681,0.3653178223849519,0.1721313663239233,4.349969369921487,0.07119693720099575,0.013149376010015834,0.025800378734197153,0.031294434898795194,0.031294434898795194
lcl|NC_014931.1_cds_WP_013543298.1_4928,0.03385795470729965,0.052099358652970884,-0.5634394741255644,0.2655529634760954,3.2067664962476434,0.10827801806801036,0.046934308971702955,-0.03063580176277455,0.05884325564470175,0.05884325564470175
lcl|NC_014931.1_cds_WP_013544190.1_5854,0.03389301638782946,0.052139700314784626,0.30707213977876474,0.14475370417571612,5.01592758532629,0.04173716112645676,0.007228027657491651,0.009583436614963125,0.024202424651394452,0.024202424651394452
lcl|NC_014931.1_cds_WP_013541289.1_2869,0.03392394572052644,0.05217366554200453,0.4835407561210406,0.22798046316265713,3.546160509966467,0.10987258859588638,0.03187742432111815,0.017783937862449417,0.04608521305467137,0.04608521305467137
lcl|NC_014931.1_cds_WP_013542777.1_4394,0.034077737079939704,0.05239652062760682,0.7908835093333408,0.37320777926530735,2.6869216999600942,0.3547898734055968,0.10081650954341306,0.10810956021280049,0.09547809213912549,0.10810956021280049
lcl|NC_014931.1_cds_WP_013539269.1_802,0.03417944405903281,0.05253919758226817,-1.253404208458765,0.5918011275275675,4.066557639314873,0.8915809223861231,0.024740140391324564,0.5006027214230258,0.03516548664253865,0.5006027214230258
lcl|NC_014931.1_cds_WP_013541816.1_3405,0.03428910677357635,0.05269402618097825,0.2947947527744099,0.13927385454035165,6.570664931603864,0.0493478317492303,0.0016557591159566567,0.02744005072183389,0.020632732462140327,0.02744005072183389
lcl|NC_014931.1_cds_WP_013540476.1_2036,0.03441498086728222,0.052873680534956655,1.4844474657040307,0.7018081345436129,1.5209986558518382,0.7063514208915097,0.39033920850243886,-0.3337440368012212,0.34846277806494014,0.34846277806494014
lcl|NC_014931.1_cds_WP_013543780.1_5423,0.03443860882282068,0.05289619567757372,0.4157901530933754,0.19660053453341064,8.639726803749223,0.0982465596374116,1.852885883611864e-4,0.05779236667987301,0.029118033910598348,0.05779236667987301
lcl|NC_014931.1_cds_WP_049794458.1_4548,0.03449895394262363,0.05297508035732386,0.44956801382019623,0.21264304197828596,3.8526337801342576,0.06386530822142926,0.02879396149446626,-0.024754100861518157,0.039031633458202375,0.039031633458202375
lcl|NC_014931.1_cds_WP_013541540.1_3124,0.03451302565068563,0.052982887034060365,0.3505616189854378,0.16582652156952274,4.565737474139311,0.06205209193262312,0.012541975697200728,0.01893809595394368,0.02870567718657035,0.02870567718657035
lcl|NC_014931.1_cds_WP_013543146.1_4774,0.03464229728703511,0.0531674934931195,-0.5570261599567381,0.26367914512313445,6.947696539758318,0.17651547275028534,0.0010339801451795575,0.10325605721412096,0.021507282488493016,0.10325605721412096
