target_id,qval_illumina_25,b_illumina_25,qval_illumina_30,b_illumina_30,qval_EPS_RNA_25,b_EPS_RNA_25,qval_SRR_RNA_30,b_SRR_RNA_30
lcl|NC_014931.1_cds_WP_007830291.1_1381,0.001299233,-0.399067555,1.62E-11,-2.362527584,1.25E-10,-1.557670869,1.67E-30,1.018029188
lcl|NC_014931.1_cds_WP_007830293.1_1382,1.71E-19,-0.763186044,4.25E-22,-2.241698468,4.75E-20,-1.934002006,1.10E-12,0.641252192
lcl|NC_014931.1_cds_WP_007830466.1_1527,5.14E-12,-0.713907849,1.47E-08,-1.948720016,2.50E-10,-1.511370655,2.63E-06,-0.465060786
lcl|NC_014931.1_cds_WP_007830471.1_1532,1.89E-09,-0.575940172,9.87E-13,-1.767303521,8.98E-15,-1.998016067,1.35E-06,-0.602687211
lcl|NC_014931.1_cds_WP_007830705.1_1970,NA,NA,4.10E-10,-1.338389822,NA,NA,NA,NA
lcl|NC_014931.1_cds_WP_007830775.1_2083,2.25E-08,-0.401994318,1.98E-10,-2.005884486,1.57E-20,-2.085302156,5.25E-06,0.446754861
lcl|NC_014931.1_cds_WP_007830781.1_2085,0.017504875,-0.163121349,1.21E-46,-3.074159243,2.50E-72,-2.664951348,1.48E-11,0.994407644
lcl|NC_014931.1_cds_WP_007830801.1_2094,4.99E-11,-0.474833247,NA,NA,3.30E-04,-0.825820206,0.014915396,-0.512733841
lcl|NC_014931.1_cds_WP_007831049.1_636,2.05E-13,-0.45357752,8.80E-14,-2.331391955,4.16E-47,-2.3529953,4.17E-21,0.839378871
lcl|NC_014931.1_cds_WP_007831346.1_1611,NA,NA,5.50E-08,-2.181881185,3.85E-18,-1.234744724,NA,NA
lcl|NC_014931.1_cds_WP_007832497.1_3940,0.027925181,-0.186996527,1.85E-04,-1.831537265,6.28E-14,-1.750993299,1.27E-13,0.690752913
lcl|NC_014931.1_cds_WP_007832499.1_3939,NA,NA,1.62E-05,-2.036732389,3.35E-07,-1.509237951,1.22E-16,1.000850902
lcl|NC_014931.1_cds_WP_007833691.1_4052,NA,NA,1.12E-13,-1.776057103,0.010143178,-0.521967149,1.82E-04,-1.085249765
lcl|NC_014931.1_cds_WP_007834827.1_6033,1.17E-11,-0.708528787,1.19E-09,-1.29440534,0.027861429,-0.530871413,4.44E-04,-0.338363142
lcl|NC_014931.1_cds_WP_007836652.1_2496,NA,NA,0.0011581,1.353981718,1.46E-04,0.551360418,NA,NA
lcl|NC_014931.1_cds_WP_007836661.1_2500,3.88E-06,-0.411636087,1.24E-32,-2.564521036,3.28E-12,-1.659371958,NA,NA
lcl|NC_014931.1_cds_WP_007836669.1_2508,1.21E-08,-0.378717992,3.44E-06,-1.018129234,1.37E-26,-1.53203255,0.001027005,-0.308059392
lcl|NC_014931.1_cds_WP_007837017.1_3341,0.006138775,-0.225600402,4.35E-13,-1.546925167,NA,NA,NA,NA
lcl|NC_014931.1_cds_WP_007837167.1_4772,0.01693132,0.221028892,NA,NA,2.97E-04,0.491197519,NA,NA
lcl|NC_014931.1_cds_WP_007837741.1_4010,NA,NA,8.19E-38,-3.848928927,4.20E-40,-3.652667267,NA,NA
lcl|NC_014931.1_cds_WP_007837763.1_4019,3.09E-05,-0.266884934,3.61E-06,-1.289744816,2.07E-36,-1.767365329,NA,NA
lcl|NC_014931.1_cds_WP_007837783.1_4025,0.037322115,-0.361379269,9.69E-10,-1.996922955,1.02E-19,-1.156818292,0.031065231,-0.501323936
lcl|NC_014931.1_cds_WP_007838118.1_5598,2.85E-09,-0.518159714,7.31E-80,-4.68959709,9.65E-124,-3.805859037,5.14E-13,0.98208887
